".Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","-29,280","25,520","72,970","47,450","-54,211","12,600","-66,811","-28,728","32,949","91,297","58,348","-61,338","13,530","-74,868"
"..Frederick-Gaithersburg-Rockville, MD Metro Division",682,"4,073","14,150","10,077","-3,317","2,611","-5,928",884,"5,464","17,879","12,415","-4,524","2,885","-7,409"
"..Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Division","-29,962","21,447","58,820","37,373","-50,894","9,989","-60,883","-29,612","27,485","73,418","45,933","-56,814","10,645","-67,459"
".Waterloo-Cedar Falls, IA Metro Area",-470,-6,"1,961","1,967",-477,196,-673,-665,10,"2,476","2,466",-684,198,-882
".Watertown-Fort Drum, NY Metro Area",161,526,"1,666","1,140",-380,-22,-358,-426,702,"2,109","1,407","-1,148",-21,"-1,127"
".Wausau-Weston, WI Metro Area",-139,-219,"1,670","1,889",57,11,46,-239,-240,"2,092","2,332",-14,12,-26
".Weirton-Steubenville, WV-OH Metro Area","-1,010",-856,"1,027","1,883",-169,13,-182,"-1,318","-1,085","1,327","2,412",-238,13,-251
".Wenatchee, WA Metro Area","1,159",71,"1,284","1,213","1,085",36,"1,049","1,330",114,"1,617","1,503","1,217",42,"1,175"
".Wheeling, WV-OH Metro Area","-1,203",-954,"1,219","2,173",-269,10,-279,"-1,773","-1,238","1,520","2,758",-544,10,-554
".Wichita, KS Metro Area",-2,712,"7,804","7,092",-810,300,"-1,110",309,821,"9,680","8,859",-613,322,-935
".Wichita Falls, TX Metro Area",665,-239,"1,740","1,979",882,58,824,885,-223,"2,167","2,390","1,084",73,"1,011"
".Williamsport, PA Metro Area",-375,-427,"1,117","1,544",32,35,-3,-583,-580,"1,399","1,979",-17,35,-52
".Wilmington, NC Metro Area","5,210",-621,"2,676","3,297","5,873",91,"5,782","5,928",-889,"3,303","4,192","6,861",94,"6,767"
".Winchester, VA-WV Metro Area","2,314",-147,"1,458","1,605","2,476",92,"2,384","2,523",-180,"1,813","1,993","2,722",91,"2,631"
".Winston-Salem, NC Metro Area","5,069","-1,144","6,971","8,115","6,179",232,"5,947","5,472","-1,504","8,687","10,191","6,962",239,"6,723"
".Worcester, MA-CT Metro Area",746,-784,"9,057","9,841","1,318","1,127",191,-82,-886,"11,371","12,257",591,"1,229",-638
".Yakima, WA Metro Area",-498,794,"3,441","2,647","-1,327",264,"-1,591",-693,950,"4,335","3,385","-1,688",297,"-1,985"
".York-Hanover, PA Metro Area","2,307",-510,"4,587","5,097","2,775",220,"2,555","2,258",-712,"5,714","6,426","2,945",222,"2,723"
".Youngstown-Warren-Boardman, OH-PA Metro Area","-1,617","-3,079","5,288","8,367","1,395",82,"1,313","-3,174","-4,080","6,557","10,637",881,82,799
".Yuba City, CA Metro Area","1,072",731,"2,369","1,638",330,10,320,"1,276",911,"2,945","2,034",347,9,338
".Yuma, AZ Metro Area","2,553",545,"2,895","2,350","1,984",276,"1,708","3,109",601,"3,527","2,926","2,490",324,"2,166"
(X) Not applicable.,,,,,,,,,,,,,,
1 Total population change includes a residual. This residual represents the change in population that cannot be attributed to any specific demographic component. See Population Estimates Terms and Definitions at http://www.census.gov/programs-surveys/popest/about/glossary.html.,,,,,,,,,,,,,,
"2 Net international migration for the United States includes the international migration of both native and foreign-born populations.  Specifically, it includes: (a) the net international migration of the foreign born, (b) the net migration between the United States and Puerto Rico, (c) the net migration of natives to and from the United States, and (d) the net movement of the Armed Forces population between the United States and overseas.",,,,,,,,,,,,,,
"Note: The estimates are developed from a base that incorporates the 2020 Census, Vintage 2020 estimates, and 2020 Demographic Analysis estimates. For population estimates methodology statements, see http://www.census.gov/programs-surveys/popest/technical-documentation/methodology.html. The estimates feature geographic boundaries from the Vintage 2020 estimates series; the geographic boundaries for these 2021 population estimates are as of January 1, 2020.  The Office of Management and Budget's statistical area delineations for metropolitan, micropolitan, and combined statistical areas, as well as metropolitan divisions, are those issued by that agency in March 2020. ",,,,,,,,,,,,,,
Suggested Citation:,,,,,,,,,,,,,,
"Annual and Cumulative Estimates of the Components of Resident Population Change for Metropolitan Statistical Areas in the United States: April 1, 2020 to July 1, 2021 (CBSA-MET-EST2021-COMP)",,,,,,,,,,,,,,
"Source: U.S. Census Bureau, Population Division",,,,,,,,,,,,,,
Release Date: March 2022,,,,,,,,,,,,,,
